Date	Time	Text	Picture
2024-12-13	9:30	🎭 Op däm Maat stonn die Buure! Auf dem Markt gibt es viel zu entdecken: frisches Obst, knackiges Gemüse und Gespräche – alles op Kölsch! Dieses mal lernst du die wichtigsten Wörter und Phrasen für deinen Marktbesuch.  #kölsch #markt #opdämmaat	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationnen_Zweite%20Woche/Wellkumme%20op%20d%C3%A4m%20Maat.png?raw=true
2024-12-13	13:30	 👀Dat kanns do op enem Maat sinn:  der Bauer - der Buur/Boor  das Gemüse - et Gemös das Obst - et Obs der Laden - et Krömche/ der Lade  👉 Wie off geihs do op ene Maat? 🤗  #kölsch #markt #opdämmaat	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationnen_Zweite%20Woche/Dinge%20auf%20dem%20Markt.png?raw=true
2024-12-13	16:30	 🎤 Zigg zom Singe!  🎶„Op däm Maat, op däm Maat Stonn die Buure: Decke Eier, fuhle Prumme, Lange Murre […]“🎶  Link zum Originalvideo: https://youtu.be/i5Fz_4lm3m8?si=t9U-fKDC2NtlaIAS  Na, kennst du dieses Karnevalslied von der Kölner Band De Räuber? Und hast du dich schon immer gefragt, was hier eigentlich genau gesungen wird?😉 	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationnen_Zweite%20Woche/De%20R%C3%A4uber.png?raw=true
2024-12-14	9:30	🥕🥦Et Gemös es frisch, kumm, kauf e Pund!🫑🥬  Su nenns do et Gemös op Kölsch:  🍅die Tomate –  de Tomat/der Paradiesappel 🥒die Gurke – de Gurk/Komkommer 🥬der Kohl –  der Kappes/Kohl/Kühl 🥔die Kartoffel – der Äädappel/Ääpel 🥕die Möhre – de Murre(Muhr) 🧅die Zwiebel – der Öllig/de Zwibbel 🧄Knoblauch – der Knuvvlauf  👉Wat käufs do  jähn op däm Maat?   #kölsch #markt #gemüse 	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationnen_Zweite%20Woche/Dat%20Gem%C3%B6s.png?raw=true
2024-12-14	13:30	💡Woss do dat?  Im Kölschen gibt es keine einheitliche Rechtschreibung, da es vor allem eine gesprochene Sprache ist. Wörter können je nach Region oder Sprecher unterschiedlich aussehen, z. B. „jähn“, „jään“ und „gään“ für „gerne“. Jeder schreibt so, wie er es hört – das macht Kölsch flexibel und einzigartig! 😊  #kölsch #wossdodat 	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationnen_Zweite%20Woche/Tag%202_Wusstest%20du%20das.png?raw=true
2024-12-14	16:30	🍓🫐Kumm op d’r Maat: De Beere sin fresch und d'r Pries es joot! 🍎🍋  Obst op Kölsch? E A S Y 😎  🍎der Apfel – der Appel 🍐die Birne – de Bier 🍒die Kirsche –  de Keesch 🍇die Traube – de Druuv  Genug, um einen Obstsalat zu machen 🤌 #kölsch #obst #markt	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationnen_Zweite%20Woche/Dat%20Obs.png?raw=true
2024-12-15	9:30	⏰Zigg för Grammatik!  Im Kölschen hät jede Artikel zwei Geseechter: „dä“, „die“, „dat“ – wenn's wichtig es, und „der“, „de“, „et“ – wenn mer et schnell sage will. Un de unbestemmpe? „Ene“, „en“, „e“ – wie 'ne kölsche Üvverraschungstüt! 😄  #kölsch #grammatik #artikel	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationnen_Zweite%20Woche/Zigg%20f%C3%B6r%20Grammatik.png?raw=true
2024-12-15	13:30	👥 Dialog  Kunde: „Wat koss dat?“ Bauer: „E Pund Beere koss 3 Euro.“ Kunde: „Dat es jet zo döör!“  🤔Verstehst du, worum es in diesem Dialog geht? Preise wie aus der Luft gegriffen? Neee, das ist der Markt! 😜 Aber keine Sorge, wer die Preise dort kennt, weiß: Man muss immer ein bisschen verhandeln, wenn man nicht arm heim will! 😎💶💰  #kölsch #dialog #markt	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationnen_Zweite%20Woche/Dialog.png?raw=true
2024-12-15	16:30	✍ Zigg zom Übe!  Schreib den passenden Artikel in die Lücken:  1️⃣ Ich hätt jähn ___ Zwibbel, bitte! 2️⃣ Ich bruche ___ Pund Beere. 3️⃣ Hä käuf ___ Muhr op däm Maat.  ✍ Antworten in die Kommentare! Wer es richtig hat, kriegt "Like" von uns! ♥️ (mehr Budget haben wir nicht ...)   #kölsch #übung #ziggzomübe	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustration_Esrte%20Woche/Tag%201_Zeit%20zum%20%C3%9Cben.png?raw=true
2024-12-16	9:30	🎥Video der Woche!  • Was war neu für dich? Was wusstest du schon?😀 • Kannst du dich an die Übersetzung von „Plüschprumm“ erinnern?👀 • Was bekommst du, wenn du sagst „Ich hätt jähn ene halve Hahn“?😜  Link zum Orginalvideo: https://youtu.be/81TZIbe7QzA?si=xUcPknVKmI_xDvJH  #kölsch #video #dialekt	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationnen_Zweite%20Woche/Hotline_Dialekt.png?raw=true
2024-12-16	13:30	💬 Woss do dat?  Wusstest du, dass Präpositionen im Kölschen etwas anders klingen?😀  Hier sind ein paar Beispiele:  • an → aan (aan däm = am) • vor → vör (vör däm = vörm) • auf → op (op däm = om) • bei → wie im Hochdeutschen  Das ist doch sehr einfach zu merken, oder?😏  #kölsch #wossdodat #präpostionen	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationnen_Zweite%20Woche/Tag%202_Wusstest%20du%20das.png?raw=true
2024-12-16	16:30	🔤 Wood vun der Woch!  In dieser Rübrik wird das Wort der Woche gewählt, dass uns besonders gefallen hat! Dieses mal ist es  ✨et Zuppengröns✨, also Suppengrün🥦🧅🥕 , weil es die Suppe so lecker macht 🤤  #kölsch #wortderwoche #woodvunderwoch	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationnen_Zweite%20Woche/Wood%20vun%20der%20Woch!.png?raw=true
2024-12-17	9:30	🧀 Wat kann mer op däm Maat zom Fröhstöck kaufe?   Dat sin ✨MUST-HAVES✨ för e Fröhstöck:  • Käse – der Kis 🧀 • Brot – et Brud 🍞 • Butter – de Botter 🧈 • Brötchen – et Brüdche 🥯 • Wurst – de Woosch 🌭  Wat bruchs do noch för e perfekt Fröhstock? Ich hätt gään noch ene Kaffee!☕🥱  #kölsch #markt #frühstück	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationnen_Zweite%20Woche/Fr%C3%BChst%C3%BCck.png?raw=true
2024-12-17	13:30	⏰Zigg för Grammatik!    Kölsch-Tipp: Viele Verben enden im Infinitiv auf -e, wie „kaufe“, „lese“, „setze“. Aber Achtung! Es gibt auch welche mit -n, wie „sinn“ (sein) und „stonn“ (stehen). Einfach zu merken! 😎   #kölsch #sprache #dialekt #verb #infinitv #ziggförgrammatik 	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationnen_Zweite%20Woche/Zigg%20f%C3%B6r%20Grammatik.png?raw=true
2024-12-17	16:30	⏰Zigg för Grammatik!    Im Kölsch gibt’s Verben, die sich in zwei Gruppen einteilen. Die esrte Gruppe hat -r, -l, -n oder nem Vokal am Ende.  Beispiel: spille (spielen) Ich spille, do spills, hä spillt,  mer spille, ehr spillt, se spille – et is einfach, oder? 😄  #kölsch #ziggförgrammatik #verb	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationnen_Zweite%20Woche/Zigg%20f%C3%B6r%20Grammatik.png?raw=true
2024-12-18	9:30	✍️ Zigg zom Übe!  Gestern hast du viel über Verben im Kölsch gelernt. Zeit, das Wissen in die Praxis umzusetzen😜  Konjugiere folgende Verben der ersten Gruppe op Kölsch:  • wonne (wohnen) • stüre (stören) • hüre (hören) • zälle (zählen) • bezahle (zahlen)  ✍ Antworten in die Kommentare!  #kölsch #grammatik #verb #übung	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustration_Esrte%20Woche/Tag%201_Zeit%20zum%20%C3%9Cben.png?raw=true
2024-12-18	16:30	🚀 Wat es Ding Höhepunk?   • Welche Kölsche Wörter hast du diese Woche neu gelernt? • Was hat dir diese Woche am besten gefallen?   👇Scriev et uns en de Kommenatare!	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationnen_Zweite%20Woche/Tag%206_Highlight.png?raw=true
2024-12-19	9:30	🐸Bist du bereit, dein Kölsch-Wissen zu testen? In diesem Quiz kombinieren wir alles, was du diese Woche gelernt hast. Viel Spaß beim Lösen der Aufgaben! 😊  🧩Quiz-Frage  Wie sagt man das richtig?  „Ich bruch ___ Pund Beere.“ a) e b) dä c) de  ✍ Antwoode en de Kommentare!  #kölsch #quiz 	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationnen_Zweite%20Woche/Tag%207_Quiz.png?raw=true
2024-12-19	15:30	🧩Quiz-Frage  Übersetz ins Hochdeutsche: „Hügg han mer fresche Beere!“  👉Schriev ding Üvversetzung en de Kommentare!  #kölsch #quiz	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationnen_Zweite%20Woche/Tag%207_Quiz.png?raw=true
2024-12-19	16:30	💬 Wat hälds dovun?   Mer wör jähn wesse, wie dir unsre Lektionen gefalle! Hässte Verbesserungsvorschläge oder Wünsche? Geev uns Ding Feedback!  📝 👉 Mer freue uns op Ding Antwoode!  #kölsch #feedback	https://github.com/VirtuellesKoelsch/VirtuellesKoelsch/blob/main/Illustrationnen_Zweite%20Woche/Tag%207_Feedback.png?raw=true
